Point_ID,Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7,Input_8,Input_9,Input_10,Input_11,Input_12,Input_13,Input_14
18295,4215.4167,0.1177,0.2455,0.1144,-0.0615,0.1787,-0.0491,0.1572,0.2577,0.2653,0.9945,0.1777,-0.1684,-0.2130
18296,4215.6250,0.1177,0.2455,0.1144,-0.0615,0.1787,0.6973,0.1572,0.1453,0.2079,-2.1939,0.2909,-0.2240,-0.2130
18297,4215.8333,0.0604,0.3052,0.0570,-0.0615,0.1202,0.1825,0.1572,0.1453,0.2079,-0.4339,0.2343,-0.2796,-0.2687
18298,4216.0417,0.0604,0.1859,-0.0004,-0.0058,0.1202,1.5669,0.1005,-0.1358,0.1504,0.2766,0.2343,-0.3351,-0.3244
18299,4216.2500,0.0032,0.0666,-0.0577,-0.0058,0.0617,-0.0772,-0.0128,-0.1920,0.0355,0.9423,0.0079,-0.3351,-0.2130
18300,4216.4583,0.0032,0.0666,0.0570,0.0499,0.0617,-2.9060,-0.0695,0.0329,0.0930,0.6018,0.0079,-0.3351,-0.2130
18301,4216.6667,0.2322,-0.0528,0.1144,0.2169,0.1202,-0.3216,-0.1261,0.0891,0.0930,-0.4801,-0.0487,-0.2240,-0.1574
18302,4216.8750,0.4040,0.1262,0.2291,0.3838,0.2373,0.4369,-0.1261,0.2015,0.2079,-0.8303,-0.0487,-0.1684,-0.1017
18303,4217.0833,0.5758,0.2455,0.5160,0.4952,0.4714,-1.0297,-0.0695,0.4826,0.4952,-0.6682,0.0079,0.0539,0.1211
18304,4217.2917,0.8620,0.3648,0.8029,0.6622,0.8225,1.8194,0.1005,0.7075,0.7250,0.1842,0.1777,0.2761,0.2324
18305,4217.5000,0.9766,0.5438,1.0324,0.8292,1.0566,-0.3318,0.2138,0.9886,1.1272,2.2610,0.4041,0.4984,0.5665
18306,4217.7083,1.0911,0.8421,1.2045,0.9405,1.1737,-2.4339,0.2705,1.1010,1.1847,0.5989,0.2343,0.8319,0.8449
18307,4217.9167,1.1483,0.8421,1.2045,1.1075,1.2322,-0.7576,0.3838,1.2134,1.2996,0.1272,0.4041,0.9430,0.9563
18308,4218.1250,1.2628,0.9614,1.3193,1.2188,1.2907,-3.2688,0.4971,1.2696,1.2996,-0.0904,0.5738,1.1097,1.1790
18309,4218.3333,1.2056,0.9018,1.2619,1.2188,1.2907,0.1553,0.6105,1.2696,1.2996,1.5576,0.6870,1.0541,1.1233
18310,4218.5417,1.2056,0.8421,1.2619,1.2188,1.2322,-0.6136,0.6671,1.2696,1.2421,-1.0748,0.6304,1.1653,1.1790
18311,4218.7500,1.0911,0.6631,1.0898,0.9962,1.1151,0.1918,0.6105,0.9886,1.0123,1.3424,0.5738,0.9430,1.0120
18312,4218.9583,0.6903,0.4245,0.8029,0.7735,0.7640,-0.1489,0.2705,0.7637,0.7250,-0.3833,0.2909,0.6651,0.5108
18313,4219.1667,0.3467,0.4245,0.5160,0.3838,0.3543,0.2436,0.1005,0.3702,0.5526,1.2304,0.1211,0.4984,0.2881
18314,4219.3750,0.1177,0.2455,0.3439,0.0499,0.2958,0.4924,0.1005,0.1453,0.4377,0.9121,0.0645,0.2761,0.1211
18315,4219.5833,0.2322,0.1262,0.3439,0.1055,0.3543,-0.6165,0.1005,0.2015,0.4377,0.2488,0.0079,0.2206,0.1767
18316,4219.7917,0.1177,0.1262,0.2865,-0.2285,0.3543,0.0715,0.1005,0.3140,0.3803,0.6630,0.0079,0.1094,0.1767
18317,4220.0000,-0.1113,0.1262,0.3439,-0.2841,0.1202,-0.0666,0.1005,0.3702,0.4377,0.4223,0.0645,0.1094,0.1211
18318,4220.2083,-0.0541,0.0666,0.2291,-0.3398,0.2373,0.0986,0.1005,0.3140,0.4377,0.4761,0.1211,0.0539,-0.0460
18319,4220.4167,0.0032,0.1262,0.2291,-0.3955,0.1787,1.1046,-0.0695,0.2577,0.3803,0.7567,0.0079,-0.0017,-0.1574
18320,4220.6250,-0.2831,0.3052,-0.0577,-0.3955,-0.1139,1.2607,0.0439,-0.0233,0.2653,-0.5086,0.0079,-0.0017,-0.1017
18321,4220.8333,-0.3404,0.3052,-0.1725,-0.5068,-0.1139,0.6721,0.0439,-0.1358,0.1504,-1.3996,0.0079,-0.0017,-0.1017
18322,4221.0417,-0.1113,0.3052,-0.1151,-0.3955,-0.0554,0.5523,0.0439,-0.1920,0.0355,0.8680,0.0079,-0.0017,-0.3244
18323,4221.2500,-0.1113,0.1859,-0.1151,-0.3398,-0.0554,-0.4085,-0.0128,-0.1920,0.0930,1.3405,0.0079,-0.0573,-0.1574
18324,4221.4583,0.1750,0.1859,0.2291,-0.0058,0.2373,-1.1479,0.0439,0.2015,0.3228,-0.3487,0.1211,0.0539,-0.0460
18325,4221.6667,0.5185,0.3052,0.5734,0.4952,0.4714,-0.0020,0.1005,0.6513,0.6101,0.5094,0.1211,0.1650,0.3438
18326,4221.8750,0.6330,0.3648,0.7455,0.7178,0.6469,-1.0851,0.2138,0.8761,0.7825,-0.3827,0.1777,0.7207,0.7336
18327,4222.0833,0.7475,0.5438,0.8603,0.8292,0.8810,-1.1856,0.4971,0.9886,0.9548,-0.5142,0.1777,0.9430,0.8449
18328,4222.2917,0.9193,0.7228,0.9750,0.9405,0.9981,0.2705,0.7238,1.1010,1.1272,1.6519,0.4041,0.9986,0.9006
18329,4222.5000,1.0338,1.0211,1.1472,0.9405,1.1151,-0.2273,0.8371,1.2134,1.2421,-0.2096,0.6870,1.0541,0.9563
18330,4222.7083,1.2056,0.9018,1.2619,1.1632,1.2907,0.2669,0.9504,1.2696,1.2996,-0.2661,0.6870,1.1653,1.0677
18331,4222.9167,1.2628,1.1404,1.2619,1.1632,1.2907,-0.9778,0.9504,1.2696,1.3570,-1.8992,0.7436,1.1653,1.2347
18332,4223.1250,1.2628,1.1404,1.3193,1.2745,1.3492,-1.8232,0.9504,1.2696,1.2996,-0.6996,0.8568,1.1653,1.3461
18333,4223.3333,1.3201,1.0807,1.3193,1.2745,1.3492,-0.5036,0.9504,1.3259,1.2996,-1.5433,0.8568,1.0541,1.2904
18334,4223.5417,1.2628,0.9614,1.3193,1.2745,1.2907,-2.1477,0.8371,1.3259,1.2996,0.2364,0.8568,1.1653,1.3461
18335,4223.7500,1.1483,0.7824,1.2045,1.1632,1.1737,-0.2178,0.7238,1.1572,1.1847,-0.6692,0.7436,0.9986,1.2347
18336,4223.9583,0.9766,0.4842,0.9177,0.8848,0.9396,0.1231,0.2705,0.5950,0.6101,-0.8378,0.3475,0.7207,0.8449
18337,4224.1667,0.6330,0.3052,0.5160,0.7735,0.5299,-0.2305,0.1572,0.2577,0.3803,-0.1394,0.0645,0.3317,0.6222
18338,4224.3750,0.2895,0.1859,0.4013,0.4395,0.4128,-0.5725,-0.0128,0.1453,0.1504,-0.0107,0.0079,0.2761,0.4552
18339,4224.5833,0.0032,0.0069,0.3439,0.1612,0.2958,-0.0848,-0.0695,0.1453,0.2079,2.3410,-0.0487,0.1094,0.2881
18340,4224.7917,-0.1113,-0.0528,0.2291,0.1055,0.1202,0.0516,-0.1261,0.2577,0.1504,1.5244,-0.1619,-0.0573,0.2324
18341,4225.0000,-0.1686,-0.1721,0.1144,-0.0058,0.0032,-0.9804,-0.1828,0.2015,0.0930,-1.4124,-0.1053,-0.1128,0.1211
18342,4225.2083,-0.2258,-0.1721,0.0570,-0.1728,0.0617,2.0427,-0.2394,0.0329,-0.0794,0.4835,-0.1619,-0.2240,0.0097
18343,4225.4167,-0.2258,-0.1721,-0.0577,-0.3955,0.0617,0.4104,-0.2961,-0.0233,-0.1368,0.2282,-0.2185,-0.2240,-0.1017
18344,4225.6250,-0.2831,-0.2317,-0.1725,-0.4511,0.0032,-1.2096,-0.3528,-0.1920,-0.0794,0.7935,-0.2185,-0.2796,-0.1574
18345,4225.8333,-0.2258,-0.2914,-0.1725,-0.5625,0.0032,-0.6908,-0.4661,-0.2482,-0.0794,-0.7699,-0.3317,-0.3351,-0.3244
18346,4226.0417,-0.3404,-0.3511,-0.2299,-0.6181,-0.1724,-1.2129,-0.5794,-0.3044,-0.1943,0.2949,-0.4449,-0.4463,-0.3244
18347,4226.2500,-0.3976,-0.2914,-0.2299,-0.6181,-0.1724,0.0146,-0.5794,-0.1920,-0.1943,0.0442,-0.3883,-0.4463,-0.3801
18348,4226.4583,-0.1113,0.0069,-0.0004,-0.3398,0.0617,0.3382,-0.1828,0.0891,0.0355,-0.3156,-0.1053,-0.2240,-0.1574
18349,4226.6667,0.1750,0.3052,0.2865,0.0499,0.2958,0.6125,0.2705,0.2577,0.2653,-0.7943,0.3475,0.1650,0.2324
18350,4226.8750,0.5758,0.6035,0.5160,0.5508,0.5884,-0.3734,0.5538,0.5388,0.6101,0.2950,0.5172,0.5540,0.5108
18351,4227.0833,0.7475,0.7228,0.7455,0.8848,0.7640,-0.6468,0.6671,0.7637,0.7825,0.6032,0.6304,0.7207,0.7336
18352,4227.2917,0.9193,0.7824,0.9750,1.0518,0.9981,-1.1899,0.7804,0.9886,0.9548,0.8680,0.8002,0.8319,0.8449
18353,4227.5000,1.0911,0.7824,1.1472,1.1075,1.1737,-0.4295,0.8938,1.1010,1.1847,0.4787,0.9134,0.9986,0.9563
18354,4227.7083,1.2056,0.7824,1.2619,1.2188,1.2907,-0.8177,0.9504,1.2696,1.2996,-0.7948,1.0266,1.1097,1.1233
18355,4227.9167,1.3201,0.8421,1.3193,1.3302,1.3492,-0.4428,1.0071,1.3259,1.4145,-1.5103,1.0266,1.2764,1.2347
18356,4228.1250,1.3201,0.8421,1.3767,1.3302,1.4078,-1.7630,1.0637,1.3821,1.4719,0.7361,1.0266,1.2764,1.2904
18357,4228.3333,1.2628,0.8421,1.3193,1.2745,1.2907,-0.3769,1.0637,1.3821,1.4719,0.3195,0.9134,1.2764,1.2904
18358,4228.5417,1.2056,0.7228,1.3193,1.2745,1.2907,-0.1048,1.0637,1.3259,1.3570,-0.1655,0.9134,1.3320,1.2904
18359,4228.7500,0.9766,0.4842,1.2045,0.9962,1.2322,-0.5393,0.8371,1.2696,1.2996,0.5389,0.8002,1.1653,1.1233
18360,4228.9583,0.5758,0.3052,0.8603,0.4952,0.8225,1.5476,0.4405,0.7075,0.7825,-0.0893,0.4607,0.8319,0.7892
18361,4229.1667,0.4040,0.1859,0.6882,0.2725,0.6469,0.6379,0.3272,0.7075,0.6675,-1.1190,0.3475,0.7207,0.3995
18362,4229.3750,0.3467,0.1859,0.5734,0.1612,0.5884,1.1414,0.3272,0.5388,0.6675,-0.2667,0.2909,0.2761,0.0654
18363,4229.5833,0.2895,0.2455,0.4013,-0.0058,0.4714,0.4538,0.2705,0.3702,0.5526,-0.7282,0.3475,0.1094,-0.0460
18364,4229.7917,0.1177,0.1859,0.2865,-0.0058,0.3543,0.5038,0.0439,0.3702,0.4952,-1.1244,0.1777,-0.0017,-0.1574
18365,4230.0000,0.0032,0.1859,0.1718,-0.1171,0.2373,-0.9271,-0.0128,0.2015,0.3228,-1.5798,-0.1053,-0.1128,-0.1574
18366,4230.2083,-0.0541,-0.0528,-0.0004,-0.1728,0.1202,-0.1275,-0.0695,0.0329,0.2653,-1.0075,-0.2185,-0.1128,-0.1574
18367,4230.4167,-0.1113,-0.0528,-0.1151,-0.1728,-0.0554,1.0664,-0.2961,-0.0796,-0.0219,-0.6930,-0.3883,-0.1684,-0.2687
18368,4230.6250,-0.2258,-0.1124,-0.1725,-0.2285,-0.1724,-0.3697,-0.4094,-0.0796,-0.1368,0.2520,-0.5580,-0.2796,-0.3244
18369,4230.8333,-0.2831,-0.1721,-0.2299,-0.3398,-0.2309,-0.2006,-0.5227,-0.1358,-0.1368,0.6651,-0.5580,-0.2796,-0.3244
18370,4231.0417,-0.2831,-0.2317,-0.2299,-0.3398,-0.2309,-0.0098,-0.5794,-0.1920,-0.1943,0.5355,-0.5580,-0.2796,-0.4914
18371,4231.2500,-0.3404,-0.3511,-0.2299,-0.5068,-0.2895,-0.7600,-0.5794,-0.1920,-0.1368,1.0799,-0.5580,-0.4463,-0.5471
18372,4231.4583,-0.3404,-0.4704,-0.2873,-0.5625,-0.2895,-0.0422,-0.5794,-0.2482,-0.1943,0.9647,-0.3883,-0.5018,-0.5471
18373,4231.6667,-0.3976,-0.4704,-0.2873,-0.5068,-0.2895,-1.2041,-0.4661,-0.3606,-0.3092,0.3885,-0.3317,-0.5018,-0.5471
18374,4231.8750,-0.3404,-0.4107,-0.2873,-0.3955,-0.2895,0.8213,-0.2961,-0.3606,-0.3092,1.2966,-0.2185,-0.3351,-0.4914
18375,4232.0833,-0.2258,-0.3511,-0.2873,-0.1728,-0.3480,1.9855,-0.2394,-0.2482,-0.3092,-0.7942,-0.1619,-0.1684,-0.3244
18376,4232.2917,-0.1113,-0.3511,-0.2299,-0.1171,-0.2895,1.0819,-0.1261,-0.1920,-0.2518,0.5416,-0.1053,-0.1684,-0.2687
18377,4232.5000,-0.0541,-0.1721,-0.1725,-0.0058,-0.2895,0.2932,-0.0128,-0.0796,-0.1943,-1.5985,-0.1053,-0.1684,-0.2130
18378,4232.7083,-0.0541,-0.1721,-0.1725,-0.0058,-0.2895,0.8609,0.0439,-0.0233,-0.1943,-2.1842,0.0079,-0.1128,-0.2130
18379,4232.9167,-0.0541,-0.1721,-0.1725,-0.0058,-0.2895,-0.1734,0.0439,-0.0233,-0.1368,-2.0372,-0.0487,-0.1128,-0.1574
18380,4233.1250,-0.1113,-0.1721,-0.2299,0.0499,-0.2895,2.2924,0.0439,-0.0233,-0.1943,1.5444,0.0079,-0.1128,-0.2130
18381,4233.3333,-0.1113,-0.2914,-0.2873,-0.0615,-0.2895,-1.0730,-0.0695,-0.1358,-0.1943,-1.9315,-0.0487,-0.1684,-0.1574
18382,4233.5417,-0.1113,-0.3511,-0.2299,-0.0058,-0.2895,-0.0302,-0.1828,-0.1358,-0.3092,-0.7549,-0.1619,-0.1684,-0.2130
18383,4233.7500,-0.1113,-0.3511,-0.2299,-0.0058,-0.2895,1.7681,-0.1828,-0.1358,-0.3667,0.8638,-0.2185,-0.1684,-0.2130
18384,4233.9583,-0.2258,-0.4107,-0.2873,-0.1171,-0.3480,-1.1103,-0.2394,-0.2482,-0.3667,-1.2864,-0.2751,-0.2240,-0.2687
18385,4234.1667,-0.2831,-0.4107,-0.2873,-0.1728,-0.3480,0.8663,-0.3528,-0.2482,-0.3667,1.3467,-0.3883,-0.2240,-0.3801
18386,4234.3750,-0.3404,-0.4107,-0.3446,-0.2285,-0.3480,0.4559,-0.3528,-0.3044,-0.3667,0.8068,-0.4449,-0.2796,-0.4358
18387,4234.5833,-0.3976,-0.4107,-0.2873,-0.3955,-0.3480,-0.6987,-0.5227,-0.3044,-0.4241,1.9111,-0.5580,-0.4463,-0.6585
18388,4234.7917,-0.3404,-0.4107,-0.3446,-0.3955,-0.3480,-0.7130,-0.5227,-0.3044,-0.4241,-0.0729,-0.5580,-0.5018,-0.7142
18389,4235.0000,-0.3976,-0.4107,-0.3446,-0.4511,-0.3480,-2.1139,-0.6927,-0.4169,-0.4816,-0.0286,-0.5580,-0.5018,-0.7142
18390,4235.2083,-0.3976,-0.4107,-0.4020,-0.5068,-0.3480,1.5281,-0.6927,-0.3606,-0.4241,-1.6041,-0.6712,-0.5574,-0.7142
18391,4235.4167,-0.4549,-0.4107,-0.4594,-0.5625,-0.4065,0.1252,-0.7494,-0.4731,-0.4241,0.8687,-0.6712,-0.6130,-0.8255
18392,4235.6250,-0.4549,-0.4107,-0.5168,-0.5625,-0.4065,-0.6511,-0.8060,-0.5293,-0.4241,0.8144,-0.7278,-0.6685,-0.7699
18393,4235.8333,-0.4549,-0.4704,-0.4594,-0.6738,-0.4065,0.3236,-0.8060,-0.4731,-0.4241,-0.1943,-0.6712,-0.7797,-0.8255
18394,4236.0417,-0.5694,-0.5300,-0.4594,-0.6181,-0.4650,-0.4447,-0.9194,-0.3606,-0.4241,-0.4418,-0.8410,-0.7797,-0.9926
18395,4236.2500,-0.5121,-0.5300,-0.4594,-0.7295,-0.4065,0.0156,-0.8060,-0.3606,-0.3667,1.9844,-0.6712,-0.7797,-0.9926
18396,4236.4583,-0.4549,-0.2914,-0.3446,-0.6181,-0.3480,0.3145,-0.4661,-0.2482,-0.2518,1.2479,-0.3883,-0.5574,-0.5471
18397,4236.6667,-0.2831,-0.2317,-0.2299,-0.3955,-0.2895,-2.0016,-0.1261,-0.1920,-0.1943,0.5839,-0.0487,-0.2796,-0.2130
18398,4236.8750,-0.1113,0.0666,-0.1725,-0.0615,-0.1724,0.0259,0.1572,-0.0233,0.0355,-0.1159,0.1777,0.1650,0.1211
18399,4237.0833,0.1750,0.2455,0.0570,0.2725,-0.0554,-1.2515,0.3838,0.1453,0.1504,-1.1227,0.4607,0.3873,0.3438
18400,4237.2917,0.2895,0.2455,0.1144,0.4395,0.0032,0.3527,0.5538,0.2015,0.1504,0.5200,0.5738,0.4984,0.3995
18401,4237.5000,0.4040,0.3052,0.2291,0.4952,0.1202,-1.3750,0.7238,0.3140,0.2079,-0.0993,0.6870,0.5540,0.5665
18402,4237.7083,0.5758,0.3052,0.2865,0.6622,0.2373,0.1923,0.7804,0.3702,0.2079,-0.2049,0.7436,0.6651,0.6222
18403,4237.9167,0.6330,0.2455,0.4013,0.7735,0.2958,0.0185,0.7804,0.4826,0.2653,2.8404,0.8568,0.7207,0.6779
18404,4238.1250,0.6903,0.2455,0.4013,0.8848,0.2958,-0.5655,0.7804,0.4826,0.3228,-1.4126,0.7436,0.7207,0.7336
18405,4238.3333,0.7475,0.3052,0.4586,0.8848,0.3543,0.3655,0.7238,0.4264,0.2653,-0.5614,0.8568,0.7207,0.6779
18406,4238.5417,0.7475,0.2455,0.4586,0.7735,0.3543,0.3850,0.6105,0.3702,0.2079,1.9790,0.6304,0.6651,0.6222
18407,4238.7500,0.6330,0.1859,0.4013,0.7735,0.2373,0.5306,0.4971,0.2577,0.0930,0.1054,0.4607,0.6096,0.6222
18408,4238.9583,0.2322,-0.0528,-0.0004,0.4395,-0.1724,1.1739,0.3272,-0.0233,-0.1368,0.0310,0.2343,0.2761,0.2881
18409,4239.1667,-0.1113,-0.1721,-0.3446,0.1055,-0.3480,1.4200,-0.1828,-0.3606,-0.2518,2.2713,0.0645,-0.0573,-0.1017
18410,4239.3750,-0.3404,-0.3511,-0.5168,-0.0615,-0.4650,1.0627,-0.1828,-0.5293,-0.4241,1.0999,-0.0487,-0.1684,-0.2130
18411,4239.5833,-0.4549,-0.4107,-0.5741,-0.2841,-0.6406,0.6336,-0.4094,-0.6417,-0.5965,-0.1243,-0.1619,-0.2240,-0.3801
18412,4239.7917,-0.5121,-0.5300,-0.5741,-0.3398,-0.5821,0.4223,-0.4661,-0.6979,-0.7114,-0.5114,-0.1053,-0.3907,-0.4358
18413,4240.0000,-0.5694,-0.5897,-0.6315,-0.4511,-0.5821,-1.0987,-0.4094,-0.7542,-0.7689,0.2343,-0.0487,-0.4463,-0.4358
18414,4240.2083,-0.6266,-0.6493,-0.6889,-0.5068,-0.6406,0.1400,-0.2961,-0.8666,-0.8263,-0.5007,0.0079,-0.5018,-0.5471
18415,4240.4167,-0.6839,-0.5300,-0.8036,-0.5068,-0.8162,1.2863,-0.6361,-0.8666,-0.8263,0.7284,-0.0487,-0.5574,-0.6585
18416,4240.6250,-0.7411,-0.5300,-0.8610,-0.5068,-0.8747,-0.2003,-0.2961,-0.8666,-0.8838,-0.5967,-0.0487,-0.6685,-0.6585
18417,4240.8333,-0.7411,-0.5300,-0.9184,-0.6181,-0.9332,0.9917,-0.4661,-0.8666,-0.8838,1.1746,-0.1053,-0.6130,-0.3801
18418,4241.0417,-0.7984,-0.4704,-0.9758,-0.6181,-0.9918,-0.9756,-0.2394,-0.8666,-0.9412,-0.6323,-0.2185,-0.5018,-0.3244
18419,4241.2500,-0.7411,-0.2317,-0.8036,-0.5625,-0.8747,0.4061,-0.2394,-0.6979,-0.8838,-0.1907,-0.1619,-0.3907,-0.3244
18420,4241.4583,-0.2831,-0.1721,-0.2873,-0.3955,-0.2895,-0.0205,-0.1261,-0.3044,-0.3667,1.9702,-0.0487,-0.2240,-0.2130
18421,4241.6667,-0.0541,0.1262,-0.0004,-0.1171,-0.0554,0.6744,-0.0128,0.0329,-0.0219,2.0641,0.0079,-0.1128,-0.1017
18422,4241.8750,0.1750,0.1859,0.1718,0.0499,0.1202,-0.2922,0.1005,0.2577,0.2079,-1.8416,0.1211,-0.0573,-0.1574
18423,4242.0833,0.3467,0.2455,0.2865,0.2169,0.2958,0.4035,0.2138,0.3140,0.3228,-1.2425,0.2343,0.2206,0.0654
18424,4242.2917,0.5185,0.3648,0.4013,0.3282,0.4714,0.4764,0.3272,0.4264,0.4377,-0.3141,0.2343,0.3317,0.2324
18425,4242.5000,0.5758,0.4245,0.5160,0.4395,0.5884,0.0061,0.3838,0.4826,0.4952,-0.1847,0.3475,0.3873,0.3438
18426,4242.7083,0.6330,0.2455,0.6308,0.6065,0.7055,-0.8812,0.3272,0.5950,0.5526,0.3106,0.3475,0.4429,0.4552
18427,4242.9167,0.6903,0.1859,0.6882,0.6065,0.7055,0.4996,0.3838,0.6513,0.5526,-0.4598,0.2909,0.4984,0.4552
18428,4243.1250,0.8620,0.1859,0.8029,0.7735,0.8225,0.9413,0.3272,0.5950,0.4952,0.1976,0.2343,0.6651,0.5108
18429,4243.3333,0.7475,0.0666,0.6882,0.6622,0.7055,-0.6453,0.2705,0.5950,0.4952,-0.5401,0.1777,0.4984,0.4552
18430,4243.5417,0.6903,-0.1124,0.6308,0.6065,0.6469,0.2956,0.2138,0.5950,0.3803,0.7871,0.0079,0.5540,0.4552
18431,4243.7500,0.5758,-0.2317,0.5160,0.4952,0.5299,-0.5684,0.1005,0.4264,0.2079,-1.6607,-0.0487,0.3873,0.3438
18432,4243.9583,0.4040,-0.2914,0.2291,0.3282,0.2958,-0.3811,-0.1261,0.0891,-0.1368,1.7987,-0.2751,0.1094,0.1211
18433,4244.1667,0.1177,-0.3511,-0.0004,-0.0615,0.0032,-0.8584,-0.4661,-0.1920,-0.3667,0.3291,-0.3883,-0.1684,-0.2687
18434,4244.3750,-0.1686,-0.5300,-0.2299,-0.3398,-0.1724,-0.1352,-0.6361,-0.3606,-0.4241,1.1096,-0.5014,-0.4463,-0.6028
18435,4244.5833,-0.2831,-0.7090,-0.4594,-0.5068,-0.2895,0.2492,-0.8627,-0.6417,-0.4816,-0.3111,-0.6146,-0.5574,-0.6585
18436,4244.7917,-0.3976,-0.7687,-0.6315,-0.5625,-0.5236,0.3891,-0.9194,-0.7542,-0.5390,-0.3355,-0.7844,-0.6130,-0.7699
18437,4245.0000,-0.6266,-0.8283,-0.7463,-0.7851,-0.6991,-1.8641,-0.9760,-0.8104,-0.8263,-0.0046,-0.7844,-0.7241,-0.8812
18438,4245.2083,-0.8557,-0.8283,-0.9758,-0.9521,-0.9332,0.8042,-1.0327,-0.9790,-0.9412,0.1485,-0.8976,-0.8908,-0.8812
18439,4245.4167,-0.9129,-0.8880,-0.9758,-0.9521,-0.9332,-0.7212,-0.9760,-1.0915,-0.9412,-1.5705,-0.7844,-0.8908,-0.9926
18440,4245.6250,-1.0274,-0.7090,-1.0905,-1.1191,-1.0503,1.0095,-0.8627,-1.1477,-0.9987,0.5756,-0.7844,-0.9464,-1.0483
18441,4245.8333,-1.0847,-0.6493,-1.1479,-1.0078,-1.0503,-0.4647,-1.0327,-1.2039,-1.1136,0.7174,-0.8976,-1.0020,-1.1040
18442,4246.0417,-1.1419,-0.7090,-1.2053,-1.1191,-1.1088,0.9367,-0.9194,-1.2039,-0.9987,0.1156,-0.8410,-1.1131,-1.0483
18443,4246.2500,-1.0847,-0.6493,-1.0905,-1.1191,-1.0503,1.3219,-0.8060,-0.9228,-0.9412,-0.6444,-0.5580,-1.0575,-0.9369
18444,4246.4583,-0.6839,-0.3511,-0.6889,-0.8408,-0.6991,0.3956,-0.4661,-0.5293,-0.5390,-0.0636,-0.2751,-0.6685,-0.6028
18445,4246.6667,-0.2258,-0.2317,-0.2299,-0.4511,-0.2309,-0.4730,-0.2394,-0.2482,-0.1943,0.4282,-0.1053,-0.2796,-0.2687
18446,4246.8750,0.1177,-0.1124,0.0570,-0.0058,0.0617,-0.3901,-0.0695,0.0891,0.0355,1.4074,0.0079,0.1094,0.0097
18447,4247.0833,0.2895,-0.0528,0.1718,0.2725,0.1787,-0.5288,0.0439,0.2015,0.0930,-0.9105,0.1211,0.2206,0.1767
18448,4247.2917,0.4612,0.0666,0.2865,0.4395,0.2958,-1.0674,0.1572,0.2577,0.2079,0.8476,0.1777,0.3317,0.2324
18449,4247.5000,0.6330,0.0666,0.4013,0.5508,0.3543,-1.8130,0.2138,0.3702,0.2653,-0.6254,0.2343,0.3317,0.3438
18450,4247.7083,0.7475,0.1262,0.4586,0.6622,0.4714,0.2357,0.2705,0.4264,0.3228,0.3478,0.2343,0.4429,0.4552
18451,4247.9167,0.8048,0.1859,0.5734,0.7735,0.5884,-0.2617,0.3272,0.4826,0.3228,1.8451,0.2343,0.6096,0.5665
18452,4248.1250,0.8048,0.1859,0.5734,0.8292,0.5884,0.1119,0.3272,0.4826,0.3228,1.2586,0.2343,0.5540,0.5665
18453,4248.3333,0.8620,0.0666,0.5734,0.8848,0.5884,-0.0077,0.2138,0.4826,0.2079,-1.6553,0.1211,0.4429,0.5108
18454,4248.5417,0.8048,-0.1124,0.5160,0.8292,0.5299,-0.8212,0.1572,0.3702,0.1504,0.8337,0.0645,0.4984,0.5108
18455,4248.7500,0.6903,-0.2317,0.4013,0.6622,0.3543,-0.7234,0.0439,0.2577,-0.0219,0.6761,-0.1053,0.2761,0.2881
18456,4248.9583,0.4612,-0.4107,0.1718,0.4952,0.1202,-1.8817,-0.2961,0.0329,-0.3092,-0.3092,-0.3317,0.0539,0.1211
18457,4249.1667,0.0032,-0.4704,-0.2299,0.1055,-0.2309,1.0715,-0.6361,-0.2482,-0.4241,-0.5878,-0.4449,-0.2796,-0.2687
18458,4249.3750,-0.0541,-0.5897,-0.3446,-0.1171,-0.3480,-1.5504,-0.6927,-0.4731,-0.7114,-1.7952,-0.6146,-0.5018,-0.5471
18459,4249.5833,-0.2258,-0.7090,-0.4020,-0.2841,-0.5236,-0.4703,-0.7494,-0.6979,-0.9987,1.7603,-0.6146,-0.6130,-0.6028
18460,4249.7917,-0.1686,-0.9476,-0.5741,-0.3398,-0.5821,-0.4748,-0.9760,-0.9228,-1.1136,1.6510,-0.7844,-0.6685,-0.6585
18461,4250.0000,-0.2831,-0.8283,-0.6889,-0.6181,-0.6991,0.1845,-0.9194,-1.0915,-1.1711,0.0357,-0.8410,-0.8353,-0.7699
18462,4250.2083,-0.5694,-1.0073,-0.9184,-0.6738,-0.8747,0.7766,-1.0327,-1.2039,-1.2860,-1.1615,-0.8976,-0.9464,-0.9926
18463,4250.4167,-0.6266,-0.9476,-0.9758,-0.6738,-0.9332,0.0929,-1.1460,-1.2039,-1.2285,0.1538,-0.8976,-1.0020,-0.9926
18464,4250.6250,-0.6839,-0.7090,-0.9758,-0.6181,-0.9918,0.7156,-1.0327,-1.2039,-1.2285,0.5854,-0.9542,-1.0020,-0.9926
18465,4250.8333,-0.6839,-0.7090,-1.0332,-0.6738,-0.9918,0.9532,-0.9194,-1.2039,-1.1711,1.3120,-1.0108,-1.0575,-1.0483
18466,4251.0417,-0.7411,-0.6493,-1.0905,-0.6181,-1.0503,-1.8471,-0.9760,-1.0915,-1.0562,-0.3903,-0.9542,-1.0575,-0.9926
18467,4251.2500,-0.6839,-0.7090,-0.9758,-0.6181,-0.9918,-1.3688,-0.9194,-1.0352,-0.8838,-0.3246,-0.7278,-1.0020,-0.9926
