Point_ID,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,Feature189,Feature190,Feature191,Feature192,Feature193,Feature194,Feature195,Feature196,Feature197,Feature198,Feature199,Feature200,Feature201,Feature202,Feature203,Feature204,Feature205,Feature206,Feature207,Feature208,Feature209,Feature210,Feature211,Feature212,Feature213,Feature214,Feature215,Feature216,Feature217,Feature218,Feature219,Feature220,Feature221,Feature222,Feature223,Feature224,Feature225,Feature226,Feature227,Feature228,Feature229,Feature230,Feature231,Feature232,Feature233,Feature234,Feature235,Feature236,Feature237,Feature238,Feature239,Feature240,Feature241,Feature242,Feature243,Feature244,Feature245,Feature246,Feature247,Feature248,Feature249,Feature250,Feature251,Feature252,Feature253,Feature254,Feature255,Feature256,Feature257,Feature258,Feature259,Feature260,Feature261,Feature262,Feature263,Feature264,Feature265
1643,33878,32262,-3854,-27859,12684,8798,-40362,-16441,-30514,19485,17251,11938,16128,-12006,9651,-14867,-23033,40320,23146,4214,-40941,-2507,-745,-37022,27184,-18477,-514,16176,-919,12198,14740,2608,25513,-1446,-7982,-1616,-23746,8575,-10125,-1465,-35920,5333,26897,-17732,13963,42898,963,31947,16906,39030,-28562,-18492,17979,8526,-2046,-16838,-12126,6503,9342,-13777,-36151,-6218,21679,-4609,-17365,-14919,-18502,6444,7828,207,-50622,3989,42651,36168,-18524,-14407,-26213,18043,35153,-33146,21233,4928,-15353,-36768,36681,9454,-7134,-27488,-15934,-17338,26722,-3523,8585,21380,21966,58389,13924,15169,-19376,-10196,16591,9791,-20458,29623,-9873,-31827,24914,25157,7599,15724,3566,8710,-4507,-33127,-7263,-28167,-22171,-20840,-42374,13690,-18781,-50859,-4156,-15351,5084,-68176,-12793,-33866,48119,-736,-17908,50128,1526,-26976,-41431,-31668,-6572,2342,555,19616,-50636,-1867,-3807,30706,6573,24775,6152,14819,-6381,-5259,15124,-10753,20613,71891,-13354,25343,-7733,27721,-57454,-19651,21016,-2061,32915,15611,17493,-24900,-14479,31523,-12396,-28222,-2434,29511,-24033,32521,-5633,16392,16910,24111,-7418,34318,-18101,43489,11575,67730,-29751,-5241,38018,30451,-42811,-18687,24710,-11351,26082,2623,16168,13671,13072,-10720,-14564,-9906,24159,490,6051,-7128,32688,-37230,-15128,426,22798,7345,-8675,-5701,29848,4238,3590,4716,-18873,1856,-25900,-67254,-955,-2603,5987,-7726,-43973,-22991,45309,52077,-35946,-8330,29285,-22558,13910,34658,15997,4322,9669,-32848,31839,1639,-43432,-34367,-4075,-49312,4923,-14489,-11825,-47965,7329,-2324,-7786,37767,20864,-13437,49529,32027,5552,-48203,-10482,3565,8055,-16541,-24352,-10749,-14067
1644,32750,32220,-2798,-31568,15071,8943,-37917,-17477,-31724,20302,17958,10899,13709,-13727,14864,-15369,-26281,39440,21438,5496,-42691,-5374,-4512,-39796,24287,-19331,-809,16833,3381,19054,14979,2251,23465,2466,-9161,-1587,-23816,8384,-7361,1955,-39424,3490,26042,-18996,19044,41966,-515,34721,18647,43030,-25682,-18148,20089,8919,-3122,-19477,-13271,7966,5936,-13814,-38586,-6370,18236,-5709,-15617,-14001,-21407,5749,7339,149,-53317,4841,47694,34163,-19872,-12848,-27658,17592,34432,-33696,22129,1848,-15336,-37688,35945,11006,-11523,-25585,-19521,-16689,25646,-3811,11831,20586,21869,58187,15512,16356,-17455,-9434,18110,10784,-17605,30716,-10868,-33164,24661,19751,4006,14459,4778,10368,-1793,-31580,-7123,-27504,-21126,-18477,-42738,10443,-18396,-50816,-1619,-15088,5103,-66777,-13820,-34215,49384,-984,-15275,52555,4420,-28221,-43374,-33902,-6395,4426,-878,15142,-50802,2026,-1181,30460,7720,23370,8393,16732,-4572,-3417,17048,-9857,19021,73308,-12195,21947,-5504,27627,-58384,-23775,21431,-4090,37804,17001,19022,-25632,-15826,29569,-12902,-27865,-2488,32499,-20511,36289,-6027,17772,19180,21759,-4388,33328,-16209,44765,10159,68538,-32561,-5244,38839,29106,-40975,-21145,26358,-14798,23097,3866,10234,13704,16909,-4940,-12742,-5560,26987,1046,7898,-6555,30026,-32111,-14924,1596,22172,5220,-12218,-2575,27898,2213,8117,4499,-18979,813,-29755,-69838,-2846,-277,7805,-10855,-42184,-23877,44864,49084,-34636,-8670,23565,-23985,14680,35257,14804,5370,12729,-31854,32654,6421,-43628,-35141,1684,-47967,7523,-13910,-12822,-48718,13117,-2638,-7487,40544,25172,-16590,51800,31248,5786,-45663,-9122,7124,7555,-19226,-26896,-13097,-12267
1645,34732,31474,267,-32669,18918,7903,-38425,-20657,-29916,17963,21003,12460,13119,-12697,11596,-16807,-23888,39555,19401,3434,-43731,1102,-2932,-44360,25961,-17186,-1767,17951,2216,15218,16164,3112,23882,428,-10146,-1065,-22053,9526,-7777,-408,-37410,924,25244,-18710,17442,42299,260,32234,19558,42922,-27463,-18115,18172,8296,364,-19127,-14181,7215,6025,-10429,-36004,-6086,20905,-6264,-17998,-13647,-21296,5926,10505,2336,-54113,7892,43294,31009,-19502,-12525,-26788,16610,35466,-32260,20060,3300,-16620,-37496,36085,9585,-12127,-24884,-16774,-16661,26809,-2844,9103,20651,25076,58681,13201,15614,-15409,-9661,14941,11240,-19194,32595,-9425,-34576,23105,24913,5958,15159,5024,6484,-2243,-29975,-6013,-28931,-22056,-22610,-44011,11491,-18123,-53424,-811,-12139,7818,-65990,-12634,-33564,45867,-2865,-14296,51658,1079,-24530,-40792,-31650,-7915,2985,988,16026,-50583,2305,-2831,27492,5848,25314,6915,16784,-3637,-2159,18486,-10519,17237,71274,-10994,24790,-8215,27365,-60276,-20222,20879,-3104,35395,14818,21017,-26121,-15513,27848,-10293,-28092,-1284,31538,-20846,37187,-6727,16457,16726,22539,-6638,32969,-19477,44550,9041,69608,-32103,-5059,37180,29677,-43869,-19198,24251,-12576,26153,3999,13073,13924,15927,-6685,-13340,-8599,24044,235,9182,-7727,30980,-34713,-16463,3361,24699,4456,-11828,-806,26110,3864,5413,4528,-19647,384,-29792,-66241,-2519,83,8461,-10405,-43909,-22525,44921,51778,-39075,-8390,22680,-20881,12745,36498,15285,3500,11824,-35683,32956,4386,-44704,-36023,-588,-47962,6303,-13233,-11666,-46813,11929,-991,-8186,39298,21997,-16483,48907,28841,6724,-42440,-7120,5971,7430,-21160,-28646,-9058,-14125
1646,35827,27276,-3000,-32232,19251,10106,-38307,-17061,-29984,22904,17560,8337,13466,-11779,12327,-18192,-23395,40123,19375,4245,-45236,-3536,-2603,-39989,27136,-17486,-3801,15779,4179,16847,17190,1113,25554,1658,-11476,-3087,-23570,8838,-10683,3309,-39012,1132,24770,-22351,14136,41916,-4656,36140,18858,43871,-26616,-19461,18665,10025,1068,-18574,-11711,10857,9233,-8761,-35755,-9647,20932,-7007,-17964,-13380,-22368,5083,9270,691,-55651,9490,42155,36465,-18318,-12194,-26180,21144,37452,-33670,22298,3657,-16090,-34928,35842,11752,-10703,-25962,-18808,-16410,23236,-5934,12534,17535,23372,58688,13033,14737,-17286,-9619,18777,9810,-17031,28605,-11618,-31423,27480,22734,4206,11996,6370,9823,-4217,-32906,-4287,-28055,-20837,-20278,-41556,10833,-18590,-49747,-667,-15124,3333,-65231,-12195,-32308,47263,-4222,-14330,50236,1972,-25609,-38956,-32480,-8398,3538,-2143,19451,-50075,2408,-2724,26586,10303,23279,9304,15516,-2144,-83,17288,-9187,16803,71660,-9965,19773,-5120,23954,-58943,-18181,22846,-2402,36124,17650,17808,-25933,-13194,29631,-14253,-29640,-4484,33320,-21784,36301,-3951,17745,20903,21734,-6612,30956,-16461,44490,11709,68236,-30572,-6031,39860,31108,-43993,-16346,22931,-12587,21912,2490,13159,12439,13416,-8351,-10472,-8065,24320,-781,6378,-6828,32418,-36921,-18471,-1394,24261,4755,-7946,-2095,29718,245,3111,4110,-19199,259,-32174,-67409,-2368,-1576,8889,-9205,-44099,-23317,48326,51286,-35759,-8515,23984,-24592,13110,37807,14580,7894,11219,-33622,27799,4530,-47593,-36700,-1460,-48263,4999,-14220,-13378,-49912,12077,-683,-8006,39198,22508,-13877,50084,32908,4553,-45296,-7109,6065,7933,-16544,-25600,-14174,-15034
1647,34941,31590,-52,-31287,16359,8550,-37828,-17990,-30971,21819,18882,11984,15959,-11551,9575,-15424,-22781,42104,22423,5841,-43256,-198,-713,-40148,25550,-15074,-295,18640,2215,17361,14308,1363,24907,-21,-9064,-2997,-23136,11125,-9411,-215,-36553,1795,27197,-20503,13676,41214,-585,35486,18636,41804,-27194,-16879,17838,8291,-2380,-17743,-13011,9234,8224,-13093,-36566,-8419,21742,-3112,-17401,-15085,-20362,5581,8663,-568,-50080,7093,41944,39972,-20362,-12282,-24536,19327,35831,-33317,20136,3733,-15922,-36017,37543,11220,-11243,-25146,-17590,-17670,23840,-4246,10644,19552,23301,59102,14318,16868,-16083,-8150,15354,9940,-17280,28088,-12702,-32168,25314,21258,6966,11308,2656,9560,-2179,-35423,-5681,-30155,-20905,-19577,-41866,12439,-18964,-53180,-2636,-15379,6364,-63631,-13193,-33278,47426,-454,-15710,51996,324,-27696,-40139,-31187,-7375,3704,-333,18756,-50921,-1122,-2345,28722,8137,25229,5232,17622,-5332,-3869,18181,-7527,18556,73396,-12797,24088,-6902,27631,-57519,-17814,21372,750,38806,15419,18871,-26517,-15199,33333,-12963,-30074,-2358,30254,-22762,35840,-5957,18099,19404,21583,-6017,33112,-18052,45652,14121,68620,-29867,-9207,38417,30312,-43222,-16921,23253,-11559,24784,2882,11796,12560,14091,-9655,-12442,-9259,24349,-1451,4159,-10237,32509,-34813,-14365,769,24302,6663,-9774,-7312,30183,2198,6100,6991,-16302,-2933,-29249,-64880,-2152,-4318,9250,-6951,-39740,-20674,46228,51857,-36143,-10052,26119,-24157,13270,37843,17471,7277,8983,-33588,28464,5914,-46955,-36400,-2532,-46031,5795,-13410,-12982,-48637,12109,-1965,-6986,38571,21280,-19012,49089,32984,4259,-46529,-12039,4628,7793,-16251,-24764,-13912,-14847
1648,33948,32024,-886,-32500,18792,10154,-37637,-16462,-31327,20973,15844,9901,14214,-8883,14278,-13373,-25422,40357,20224,2857,-43243,-2405,-3175,-42361,24404,-17133,-2192,18112,3692,16474,14191,3709,23240,321,-11483,-3159,-20969,8200,-9901,1572,-41672,4038,25809,-19811,16914,41230,-1787,35005,19253,43209,-27411,-20350,24233,8483,-2173,-16831,-13160,7094,8346,-10461,-36800,-7379,21551,-7498,-16864,-14687,-18246,2974,6158,1138,-51788,7483,44577,34052,-19419,-11604,-27199,19267,35824,-33166,20663,4955,-15659,-36485,36195,9660,-10665,-25106,-19006,-17121,24299,-3404,9856,17792,21710,60357,13603,15797,-16490,-9879,17659,11689,-16204,28419,-12524,-33303,23173,19435,4869,12997,6272,9698,-1673,-30079,-8120,-28374,-20885,-19473,-43502,10834,-17704,-52428,-2302,-14375,3799,-67438,-12599,-31700,47107,-2053,-14333,49566,1869,-26542,-41139,-30884,-6478,1227,261,13387,-49996,1101,-2893,28596,8121,25171,9051,15807,-4976,-3433,15875,-10527,17043,74020,-10541,22007,-6988,25696,-59783,-22133,24741,-2542,36222,16757,15297,-25401,-12483,30158,-12319,-30218,-6097,32211,-22047,34159,-7429,16420,20838,20900,-6933,31110,-17087,43776,9037,69411,-32603,-4526,38412,29829,-39317,-17489,24433,-12106,23198,3336,11148,11379,16905,-8670,-14743,-8574,24349,-477,7054,-8807,32112,-35370,-15813,67,22361,2356,-8930,-2978,29241,2131,4939,4011,-18082,-46,-30104,-65286,-1003,1648,6957,-7397,-42090,-24944,45214,51824,-35850,-7603,25036,-21686,15051,34546,14047,5484,12351,-32410,32367,4569,-46446,-38029,543,-47455,5582,-13018,-13433,-46767,13137,-1781,-9211,41896,23106,-14673,49161,31098,4229,-46643,-11649,4962,6903,-20218,-26495,-13945,-13597
1649,35214,28739,-706,-34232,18175,8438,-38376,-16696,-30714,23068,16336,11093,13288,-11965,11106,-14157,-23013,40209,21491,3622,-42049,200,-1792,-43379,24341,-19054,-112,19139,2843,18078,14854,3886,25600,463,-9865,-1838,-20054,7413,-10593,-2625,-41928,2575,27953,-19330,15880,40100,-1009,34256,19180,45159,-25410,-16150,20255,7569,-462,-17057,-12480,5844,8663,-10664,-40225,-10330,21673,-7217,-15818,-15087,-19296,5136,6202,1473,-54949,8117,42105,33658,-20130,-14579,-29444,17171,33556,-32499,19796,3624,-17991,-36340,35481,11539,-12025,-23768,-16653,-16736,27058,-1461,9596,17135,21156,57763,13764,17967,-16844,-7494,16878,14462,-17832,31638,-12582,-33643,22696,20680,2657,14365,4238,10663,-2238,-32454,-10187,-29843,-22675,-22413,-43614,12275,-16427,-52741,-1262,-16163,5487,-67044,-12185,-34835,47658,-307,-15471,51435,-394,-23960,-42383,-32342,-8089,891,-1735,14448,-49790,1394,-3264,28465,7574,24137,9930,15700,-4850,-274,16534,-9834,18809,72676,-9080,22457,-7411,24888,-60207,-20130,22781,-2549,36604,16721,19555,-27294,-15449,31668,-11924,-31884,-5511,31391,-20653,34150,-6343,13372,19582,22048,-7169,34092,-20101,44170,7870,69511,-30180,-8119,37500,29399,-43995,-16979,21612,-11376,24202,3352,13198,12583,14746,-7269,-11596,-8504,24903,2443,3540,-8682,30627,-36434,-13912,1949,21284,3832,-8221,-2685,26984,5339,8626,5056,-18863,-1601,-30515,-66948,144,-1253,10097,-7358,-44451,-21280,44325,50407,-34810,-7460,27455,-23513,16401,36999,12650,2585,13305,-34548,31902,1380,-48622,-35056,-1308,-49806,4740,-13026,-10367,-45005,11406,-612,-9078,41522,23215,-14872,49302,30010,3995,-43712,-9790,7228,8179,-19295,-25498,-11575,-14244
1650,35342,29561,-118,-33860,15963,12090,-39253,-16370,-30597,21454,17177,11542,12791,-15102,12059,-18146,-24063,42161,23484,6070,-43413,608,-2834,-42086,28008,-18792,-3450,17999,5131,18312,15966,3784,27005,-1400,-10876,-6028,-22358,9343,-13258,76,-39260,1513,25339,-20523,15084,39839,-6017,38175,20677,38967,-25678,-19355,19515,13175,-571,-17196,-13777,7519,6389,-10081,-36425,-10773,22888,-8029,-15484,-12464,-19117,4065,7387,-245,-55317,6842,40755,35966,-19405,-15342,-26346,19754,36156,-32176,20001,5920,-16923,-33444,33259,7869,-11720,-24602,-16548,-16368,24587,-1784,8684,17609,24045,59159,13072,12601,-17926,-10386,17087,12229,-16179,28995,-14546,-36027,25203,22817,3800,13349,3523,8383,-2150,-30487,-8368,-28805,-21228,-19608,-43713,13984,-17529,-49268,-4917,-14848,6708,-65839,-11906,-34211,43817,-3040,-15139,51680,-850,-22339,-38942,-29814,-8034,3139,924,16136,-50725,791,-3833,26052,10085,22479,7781,14381,-7384,-4304,17659,-9646,14860,72337,-6865,21773,-9906,24819,-57856,-23797,23653,-2010,35745,15464,17334,-26208,-11899,29599,-12100,-29345,-6344,28555,-21682,37309,-8873,15077,20103,19595,-5494,31654,-17836,45663,9464,68903,-32882,-2868,39992,27715,-46390,-17189,22703,-9254,23381,1355,13579,14259,17779,-10724,-11329,-9853,24986,2045,7855,-10991,28486,-35429,-15133,835,23733,5362,-7008,-4167,28608,2771,4449,5620,-19595,-860,-31439,-68138,-1672,-1868,6865,-5895,-43008,-23395,46180,50244,-34300,-9408,23656,-20682,15393,33478,12371,4770,11944,-30942,32713,1381,-44321,-34016,-1015,-45260,5827,-13413,-11181,-48336,13669,-302,-7304,38462,24169,-13875,49363,29279,3584,-43991,-14271,5887,9179,-19354,-25203,-12698,-15459
1651,33566,30338,-4932,-29494,14017,10012,-36607,-14781,-31208,20800,15801,9931,15322,-13342,14454,-15687,-25051,42001,21143,5487,-39804,-2442,-2011,-38592,27382,-17723,-1183,17044,3805,18073,13563,948,25316,931,-9179,-715,-21686,9678,-9396,-848,-39888,1426,24450,-19051,15342,40193,-2739,37630,18260,42600,-25959,-17822,16337,7499,-1571,-19497,-13356,10333,9255,-12205,-40428,-8098,20266,-4530,-15004,-13845,-20730,6724,7734,2328,-54114,5697,45719,35241,-18736,-14850,-26572,19292,34844,-32979,20049,1737,-15258,-33482,36463,10727,-10321,-24030,-15782,-18506,25767,-2618,10028,19502,22110,55858,13360,14111,-17311,-10003,16331,8693,-16841,28734,-12750,-32287,26038,21492,3909,14977,2032,9092,-2755,-33117,-9281,-31925,-20889,-18959,-43882,12711,-17116,-50313,-4387,-14799,6356,-64817,-14618,-34093,48207,-2050,-16419,51830,5299,-27084,-40075,-33199,-7339,4158,1400,18581,-51078,703,-4281,29457,8308,22556,6082,14207,-7284,-2057,15284,-9314,18836,68718,-11447,20644,-6845,27347,-58620,-20519,20213,-1881,35803,16204,20507,-28225,-14114,32558,-13167,-29537,-3195,30938,-22194,35242,-4929,17259,19751,23071,-6389,35070,-19125,46133,9863,67951,-30554,-3674,39593,30155,-42251,-17401,22614,-12681,26101,4324,11617,12409,13028,-10015,-13074,-9185,26116,-146,5659,-8724,30462,-36714,-17024,-419,23267,8114,-10307,-2725,28481,3173,5418,6378,-17752,1987,-30937,-69049,-68,-682,5965,-8189,-42675,-22784,47042,50327,-35253,-10208,27033,-22806,12827,36495,15973,5692,12074,-33104,28997,1148,-45852,-35573,-1607,-45248,6579,-12254,-11675,-46500,11531,-1929,-6952,40623,19970,-18216,50632,32026,4373,-45906,-11291,5457,10766,-17193,-26012,-11646,-15724
1652,34928,32814,-1695,-29799,12862,9864,-39123,-14796,-30809,19941,18820,12215,18370,-14257,12466,-15992,-23038,40624,22377,4961,-41445,-3042,-2837,-37877,25102,-14917,-1763,17026,2672,15705,11975,-1867,27295,-307,-8863,-4664,-22995,8583,-7104,-982,-36068,3037,25112,-20158,14625,41888,-1680,35784,19263,39792,-27306,-16182,20627,8986,-838,-16945,-12144,9383,7852,-11759,-37591,-8519,22262,-4459,-17174,-16565,-16185,5447,8433,-1270,-51496,7168,44270,39996,-21094,-13977,-24711,18310,37036,-33565,17802,4472,-16117,-39675,37913,9715,-13138,-26040,-16087,-18783,24115,-4217,10240,18979,25606,58520,13483,16096,-17706,-9204,19116,10316,-19581,27020,-11722,-33737,26115,23913,6051,13721,309,8326,-4039,-32184,-5435,-30146,-19785,-17508,-43957,12278,-19994,-49177,-3145,-15962,7233,-63723,-14398,-34703,47549,-1620,-15137,50327,1189,-28685,-38968,-33167,-8481,1889,-1818,18110,-49254,-2004,-4041,31838,9680,26179,5394,15459,-4834,-3397,16500,-10257,18213,71986,-13108,23868,-4655,29201,-59751,-17136,22097,-1391,35967,14538,17387,-26555,-15590,31770,-12471,-29871,-4614,29375,-23456,35334,-7133,17426,18590,22271,-3993,33145,-17065,43840,14834,66950,-31560,-6608,37177,29618,-42911,-17941,26094,-11596,22473,2297,11758,12265,14266,-12299,-12181,-9243,25792,186,2844,-7082,29201,-35430,-13931,-548,21369,4761,-11258,-7163,28287,-49,5581,6251,-19583,-2983,-26697,-69841,523,-3186,7139,-7977,-43685,-22416,43998,50995,-34654,-12597,27966,-23246,15686,34031,17638,10047,10922,-31748,30435,1152,-44039,-33504,-3087,-44359,5506,-16623,-13224,-50745,9339,-3108,-10339,37676,22081,-16857,48157,29778,4386,-45983,-12719,4686,10336,-18422,-25112,-14585,-14193
1653,31520,32564,249,-33458,16720,7742,-39083,-16848,-29160,20749,15680,9271,9939,-12797,9531,-16902,-22351,38121,23769,2809,-42005,-1176,-2378,-44176,23396,-22991,1533,16026,6486,15145,16182,1353,24944,-86,-9839,-1492,-19839,8648,-11118,392,-42099,4722,28799,-23853,18188,37248,-900,33922,18948,43600,-25449,-18883,19357,8824,-3148,-20312,-12754,5188,6174,-10430,-38706,-8827,21907,-7861,-16653,-12116,-19143,2383,7909,-1078,-53428,6895,41887,33583,-19603,-12459,-28304,14916,35632,-31020,21814,3115,-16455,-35500,33201,9821,-9202,-24588,-14924,-16378,21875,-3778,9049,15783,23665,55572,17453,11716,-18851,-10409,13373,14335,-17658,31361,-12371,-35493,23992,22345,2690,17940,4949,7795,-2681,-30380,-9094,-29014,-22183,-21385,-46445,10434,-17726,-49871,1534,-14863,5942,-67630,-13304,-32835,48136,-3801,-14313,50398,2295,-21532,-42233,-33256,-10221,576,-338,13803,-50746,4846,-4823,27575,6002,21344,9368,14033,-3604,-1453,17008,-10242,19380,70268,-9128,18812,-8613,25561,-57360,-21078,23695,-3648,35352,15309,16408,-24010,-11716,27974,-11764,-29104,-4397,32142,-18929,34598,-6712,14103,17254,21842,-9564,34024,-20827,42825,5964,70432,-30793,-5420,38316,27481,-39231,-20320,20457,-11685,23657,2389,13901,15638,14933,-7946,-12102,-10200,25454,3680,9428,-6012,32270,-35049,-15244,870,20470,4186,-10155,1029,26903,6471,7940,5062,-18858,460,-29899,-64661,-2344,2752,9829,-7074,-47351,-23031,43249,50017,-34643,-6187,23827,-24290,12944,37028,9640,-564,12220,-36699,31965,1168,-43933,-34715,2156,-50634,4217,-12946,-10268,-44304,12712,1090,-6110,41070,24261,-12130,48055,30690,3547,-41516,-12276,4376,9781,-19879,-25722,-9831,-17408
1654,31625,30955,-928,-33328,17141,6651,-39206,-18711,-30503,21913,17429,10239,11199,-11116,12029,-15990,-21759,42208,21042,3267,-40112,-2226,-1264,-42897,25705,-18588,-1863,13966,3564,16767,14230,3346,23462,-887,-8309,-1222,-22756,9845,-9209,-245,-38761,5149,26969,-20726,21373,41922,-589,34281,21231,43294,-26237,-17336,21174,8409,272,-20614,-12170,4953,6819,-13544,-39208,-8613,21809,-5953,-17435,-15747,-19429,4073,10560,69,-54101,7084,43824,33774,-20496,-13483,-28687,14466,32723,-33066,19427,2438,-19314,-36243,33897,11573,-11988,-23308,-17617,-17401,26890,-728,10900,18405,23560,56221,13840,15009,-16637,-10499,16946,9687,-16567,30413,-10376,-33323,21001,23371,4052,17012,6899,10538,-1700,-31582,-8522,-27293,-23969,-20449,-44678,11876,-20402,-48921,-1641,-14082,7656,-65615,-15556,-33331,47265,-2789,-15701,53138,2787,-24952,-43571,-33499,-6480,1931,743,15248,-48836,1081,-4054,27368,7394,23160,8135,12958,-4537,-2115,17187,-9663,18074,72333,-9056,22171,-5950,27925,-58164,-20887,20907,-2233,34636,13162,19751,-24811,-13181,27938,-11089,-28345,-3872,33924,-17663,36705,-5959,11817,14752,23229,-6388,33060,-19847,43212,7630,69813,-29741,-5919,37485,28379,-42820,-19150,22406,-10771,25866,3923,13535,12638,13545,-5915,-12561,-7676,24503,2198,7818,-7190,31696,-34841,-17714,1985,20593,2339,-12972,-1855,28134,5303,7011,5722,-20121,-1010,-27770,-64388,-669,3809,9979,-9781,-45070,-22012,41669,50356,-37590,-5907,24357,-23543,14508,35866,11476,763,13021,-34666,31674,1090,-45568,-31770,-170,-48262,5793,-12249,-8935,-47485,10409,-160,-7077,40460,20941,-13900,50208,28151,5316,-43757,-8753,6728,9134,-20478,-26731,-10471,-13450
1655,31650,32255,-718,-33831,18324,10503,-36786,-15795,-31345,21214,17005,10308,11328,-14993,11026,-16219,-21094,40802,22072,3667,-39975,-1396,-2102,-41658,27081,-20852,-1911,14464,2963,17279,16592,2877,24589,-1053,-7987,-4105,-21758,8778,-9114,949,-40450,4546,26808,-21117,17830,38835,-1388,36094,20077,41481,-28579,-16965,20154,9750,-282,-18094,-13478,6483,7793,-11233,-36606,-9964,22412,-7589,-17430,-12546,-17893,1873,7799,-674,-52787,6451,41028,33831,-19390,-15608,-27912,16790,35888,-33151,21943,2620,-17814,-35830,34505,9631,-10881,-25309,-16628,-15879,27087,-4468,8415,16706,23210,56056,15730,13623,-18862,-10542,15315,10862,-17475,31103,-13745,-34644,22298,22409,4557,15976,5680,11109,-5179,-29528,-8151,-29856,-23735,-18582,-42833,14085,-18667,-49380,-4107,-13357,4649,-66136,-12977,-35608,47483,-3418,-15462,51063,2902,-24317,-42274,-30102,-7133,3753,344,14356,-51780,3389,-2609,28728,7294,20652,7966,17609,-5452,-3671,16247,-11888,15872,73051,-10019,20755,-6684,27896,-58344,-20431,24571,-1903,32333,17011,17292,-24881,-9468,31065,-13565,-28562,-4948,29551,-21366,36041,-8739,16190,19457,20646,-9531,34616,-18933,43047,7204,72182,-30428,-6232,37738,29839,-43266,-19367,22913,-11064,27022,2154,11892,14099,16923,-8502,-14826,-8484,25639,-75,6399,-7534,31073,-34281,-15613,-2282,22898,3302,-8865,-467,27432,2360,3994,4930,-17318,-149,-30865,-65097,-2233,178,8602,-7547,-42298,-22157,43682,50932,-35479,-8566,25851,-23519,13683,35319,11284,4031,15343,-34415,32990,1116,-42468,-35920,-1476,-49272,4888,-13470,-12055,-47985,11969,-1478,-6989,38994,25005,-12912,49877,31687,4232,-46535,-12298,4352,8780,-18123,-26639,-13505,-15173
